iter	Logloss
267	0.1463327689
268	0.1462766385
269	0.1462342606
270	0.146135846
271	0.1460526872
272	0.1460170432
273	0.145940306
274	0.1458462655
275	0.1457600119
276	0.1456889785
277	0.145667049
278	0.14563285
279	0.1455617052
280	0.1454859045
281	0.1454672346
282	0.1453084932
283	0.1452422215
284	0.1451892908
285	0.1450395382
286	0.1450369318
287	0.1450266877
288	0.1448159052
289	0.1448016745
290	0.1447161439
291	0.144620559
292	0.1446182934
293	0.1445468069
294	0.1444442645
295	0.1444025797
296	0.1443702005
297	0.1442728202
298	0.1442708441
299	0.1441452571
300	0.1441336343
301	0.1440910533
302	0.1440453916
303	0.1439843225
304	0.1439270428
305	0.1438304333
306	0.1436274095
307	0.1435457981
308	0.1434342834
309	0.1432992495
310	0.1431811164
311	0.1430940084
312	0.1430659419
313	0.143013504
314	0.1429146038
315	0.1428195037
316	0.1427320571
317	0.1426658782
318	0.1426492914
319	0.1425097159
320	0.1424138519
321	0.1423369971
322	0.1423075421
323	0.1422573774
324	0.1422302443
325	0.1421446898
326	0.1420897439
327	0.1420656308
328	0.1419372891
329	0.1419262107
330	0.1418818516
331	0.1418339245
332	0.1417838599
333	0.1416928074
334	0.1416128205
335	0.1415901145
336	0.141581115
337	0.1415597523
338	0.1414981912
339	0.141408363
340	0.1413260253
341	0.1411761245
342	0.1411730351
343	0.1411067464
344	0.1410392491
345	0.1409695932
346	0.1409615798
347	0.1409285969
348	0.1408830079
349	0.1408330067
350	0.1407927989
351	0.140749371
352	0.1407094724
353	0.1406150011
354	0.1404873943
355	0.1404373772
356	0.1403394279
357	0.14029331
358	0.1402422409
359	0.1401999926
360	0.1401490378
361	0.1400687104
362	0.1399965316
363	0.1399706512
364	0.1399534878
365	0.1398680684
366	0.1398232487
367	0.1397534994
368	0.1397124472
369	0.1396438245
370	0.1395904373
371	0.1395758198
372	0.1395252881
373	0.1395058458
374	0.1394261576
375	0.1393955812
376	0.139366957
377	0.1393381741
378	0.1392926192
379	0.1391930081
380	0.1391823235
381	0.139124549
382	0.139052979
383	0.1389704146
384	0.1388915996
385	0.1387554821
386	0.1387105663
387	0.1386633938
388	0.1386215933
389	0.1385913913
390	0.138549581
391	0.1384964461
392	0.1384230863
393	0.1384163338
394	0.1383892415
395	0.138386833
396	0.1383621351
397	0.1383232656
398	0.1383070123
399	0.1382538308
400	0.1382077679
401	0.1381932516
402	0.1381484764
403	0.1381143618
404	0.1381086816
405	0.1380667492
406	0.1380184641
407	0.1379625376
408	0.1379240228
409	0.1379184139
410	0.1379027176
411	0.1378831707
412	0.137881866
413	0.1378567501
414	0.137821308
415	0.1377590112
416	0.1377187954
417	0.1376812215
418	0.1376800271
419	0.137636082
420	0.1376012747
421	0.1375545736
422	0.1375350738
423	0.1375095025
424	0.1374377646
425	0.1374157004
426	0.1373759183
427	0.1373418668
428	0.1372899229
429	0.1371497474
430	0.137108149
431	0.1370794662
432	0.1370652745
433	0.1370588204
434	0.1368839993
435	0.1368416548
436	0.1367257157
437	0.1366855177
438	0.1366407418
439	0.1366322898
440	0.1365691768
441	0.1365180537
442	0.1364704297
443	0.1363952838
444	0.136316492
445	0.1362469149
446	0.1361363009
447	0.1361294931
448	0.1360968825
449	0.1360920591
450	0.1360804003
451	0.1360794046
452	0.136043949
453	0.1359897617
454	0.1359359389
455	0.1358993889
456	0.1358897009
457	0.1358200245
458	0.1356943406
459	0.1356843612
460	0.135631623
461	0.1355765169
462	0.1355459932
463	0.1355186177
464	0.1354714683
465	0.1354401127
466	0.1354299772
467	0.1354072714
468	0.1353800598
469	0.1353138086
470	0.1353066347
471	0.1352503114
472	0.1352021507
473	0.1351466484
474	0.1350752883
475	0.1350534776
476	0.1350315694
477	0.1350065009
478	0.1349709907
479	0.1349263231
480	0.1349154896
481	0.1348556981
482	0.1348186608
483	0.1347547499
484	0.1347411767
485	0.1347033487
486	0.1346407223
487	0.1345680366
488	0.1345314351
489	0.1344816299
490	0.1344364005
491	0.134398788
492	0.134340132
493	0.1342547536
494	0.1342468801
495	0.1342089821
496	0.1341404661
497	0.1341104282
498	0.1340697948
499	0.1340376285
500	0.1340176475
501	0.1339727152
502	0.1339574332
503	0.133908097
504	0.1338665909
505	0.1338383732
506	0.1338077307
507	0.1337958491
508	0.1337772852
509	0.1337684399
510	0.1337248548
511	0.1336576567
512	0.1336174803
513	0.1335715908
514	0.1335251218
515	0.1334975617
516	0.1334790115
517	0.1334543507
518	0.1333846682
519	0.1333554973
520	0.13329886
521	0.1332736675
522	0.1332681813
523	0.1332614188
524	0.1332166781
525	0.1331266125
526	0.1331056786
527	0.1330632099
528	0.133018566
529	0.1330178553
530	0.1329755184
531	0.1329622509
532	0.1329289382
533	0.1329219335
534	0.1328950171
535	0.1328360804
536	0.1328306819
537	0.132829704
538	0.1327901099
539	0.1327692129
540	0.1327407384
541	0.1326400803
542	0.1325802251
543	0.132556596
544	0.1325227764
545	0.1325143589
546	0.1324827274
547	0.1324475702
548	0.132387192
549	0.1323692693
550	0.1323338674
551	0.1322655291
552	0.1322375536
553	0.1322072302
554	0.1321183935
555	0.1320744067
556	0.1320438332
557	0.1320365033
558	0.1320098078
559	0.13193632
560	0.1319034519
561	0.131880766
562	0.1318234989
563	0.131791311
564	0.1317163708
565	0.1316815339
566	0.1316598188
567	0.1316540532
568	0.1316497371
569	0.1316450973
570	0.1316443693
571	0.1316227409
572	0.1316107554
573	0.1316066834
574	0.1315992933
575	0.1315597188
576	0.1315548355
577	0.1315358573
578	0.1314838548
579	0.1314685862
580	0.1314501399
581	0.1314271473
582	0.1314062219
583	0.1313996324
584	0.1313708471
585	0.1313553833
586	0.1313217771
587	0.1313181164
588	0.1312883376
589	0.1312491644
590	0.1312181769
591	0.1311450387
592	0.1311013292
593	0.1311006896
594	0.1311001109
595	0.1310936608
596	0.1310148184
597	0.1309923245
598	0.1309879784
599	0.1309873655
600	0.1309522802
601	0.1308942449
602	0.130881859
603	0.1308607937
604	0.1308150416
605	0.130795858
606	0.1307832547
607	0.130738334
608	0.130722101
609	0.1306869459
610	0.1306831486
611	0.1306573139
612	0.1306550466
613	0.1306519865
614	0.1306514117
615	0.1306092029
616	0.1305769782
617	0.1305400526
618	0.1304346634
619	0.1304180865
620	0.1304115265
621	0.1303607621
622	0.1303257888
623	0.1302655939
624	0.130217036
625	0.1301469596
626	0.130114345
627	0.1300612262
628	0.1300255971
629	0.1300227775
630	0.129984707
631	0.1299492602
632	0.129885655
633	0.1298386806
634	0.1297677369
635	0.12973952
636	0.1297127615
637	0.1297023204
638	0.129664219
639	0.1295944977
640	0.1295830176
641	0.129527883
642	0.1295101253
643	0.1294520766
644	0.129449739
645	0.1294100409
646	0.1293879655
647	0.1293603968
648	0.1293183373
649	0.129301374
650	0.1292995789
651	0.1292991342
652	0.1292986152
653	0.1292404628
654	0.1291895346
655	0.1291526687
656	0.1291068683
657	0.1290829463
658	0.1290517405
659	0.1290098139
660	0.1289615984
661	0.1289206608
662	0.1289067958
663	0.1289009872
664	0.1288724923
665	0.1288348127
666	0.1287959387
667	0.1287932677
668	0.1287689299
669	0.1287591136
670	0.1287381322
671	0.1287258821
672	0.1286882915
673	0.1286754097
674	0.128592269
675	0.1285749704
676	0.1285745251
677	0.1285255632
678	0.1284866358
679	0.1284241282
680	0.1284224597
681	0.1283555769
682	0.1283189559
683	0.1282806044
684	0.1282416271
685	0.1282119435
686	0.1282114991
687	0.1281867971
688	0.1281240305
689	0.1280791965
690	0.1280376854
691	0.1280042965
692	0.1279686398
693	0.1279353893
694	0.1279223343
695	0.1278801787
696	0.1278445981
697	0.1278000049
698	0.1277704036
699	0.1277387278
700	0.1277033632
701	0.1276809757
702	0.1276391791
703	0.1276121962
704	0.1275189488
705	0.1274670618
706	0.1274189995
707	0.1273997827
708	0.127370513
709	0.1273515693
710	0.1273131883
711	0.1272807005
712	0.1272314932
713	0.1271939905
714	0.1271555518
715	0.1271214761
716	0.1271096186
717	0.127109098
718	0.1270745705
719	0.1270184741
720	0.1269722654
721	0.1269398902
722	0.1269099856
723	0.1268609515
724	0.1268331368
725	0.1267940881
726	0.1267511778
727	0.1266910966
728	0.1266563037
729	0.1266323727
730	0.1265818172
731	0.1265467536
732	0.1265258706
733	0.1265031806
734	0.126474583
735	0.1264252865
736	0.1263963474
737	0.12636516
738	0.1263206667
739	0.1263068153
740	0.1262707392
741	0.1262606576
742	0.1262303228
743	0.1261982169
744	0.1261662727
745	0.1261260653
746	0.1261077807
747	0.1260676328
748	0.1260316603
749	0.1259885487
750	0.1259608304
751	0.125898323
752	0.1258745062
753	0.1258386587
754	0.1257945725
755	0.1257585543
756	0.1257276436
757	0.1256897507
758	0.1256353558
759	0.1255898873
760	0.1255647692
761	0.1255494823
762	0.1255334947
763	0.12549998
764	0.1254540289
765	0.1254077263
766	0.1253697835
767	0.1253669444
768	0.1253231227
769	0.1252770293
770	0.1252526652
771	0.125231211
772	0.1251947484
773	0.1251655387
774	0.125141468
775	0.1251132044
776	0.1250913632
777	0.1250614617
778	0.1250194294
779	0.1249735194
780	0.1249409788
781	0.1249300613
782	0.1249008642
783	0.1248782984
784	0.1248393784
785	0.1247801201
786	0.1247703445
787	0.1247330641
